微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
P03KN1aIS,#李子柒终于等到你# 11月12日下午，@李子柒 发布最新作品，正式回归大众视野。新视频以中国非物质文化遗产“漆器”为主题，生动地展现了中国漆器的独特美学和工艺之美。网友热评“念念不忘，必有回响”“李子柒停更的1217天，终于等到你更新了”。  ,,无,无,无,2024-11-13 07:03,iPhone客户端,0,0,0
P03KLj5DK,#李子柒开始清库存了#【#李子柒时隔3年回归#】11月12日，时隔3年@李子柒 连续更新作品，第一个视频以中国非物质文化遗产“漆器”为主题，第二条视频展示非遗竹编技艺。网友直呼消失的下饭博主终于回归了！#2024可以开始清库存了#  ,,无,无,无,2024-11-13 07:03,iPhone客户端,0,0,0
P03KEpIUF,#弹丸论破制作人小高和刚入驻微博#11月7日的时候博主「機動戰士杰」发博称自己私信邀请了「小高和刚」入驻微博，没想到「小高和刚」不仅回复了该博主的私信，而且昨日真的入驻了微博，还在X跟大家宣布了这件事！  ,,无,无,无,2024-11-13 07:03,iPhone客户端,0,0,0
P03KxnxWg,#李子柒近三年海外平台涨粉500万#【回归了！#李子柒新作传播中国漆器之美# 你看了吗？】#李子柒暌违三年重回公众视野# 11月12日下午4时30分，知名传统文化短视频创作者@李子柒 携最新作品全网发布，正式回归大众视野。新视频以中国非物质文化遗产“漆器”为主题，生动地展现了中国漆器的独特美学和工艺之美。 ,,无,无,无,2024-11-13 07:03,iPhone客户端,0,0,0
P03K9hwU3,#李子柒连更2条视频#【#李子柒开始清库存了#】11月12日，@李子柒 回归，连续更新2条视频！据显示，李子柒上次更新视频时间为2021年。李子柒连更2条视频，#清库存大赛#  黎原以为，内容天花板。  ,,无,无,无,2024-11-13 07:02,iPhone客户端,0,0,0
P03JGCIYf,#李子柒全网粉丝超8000万##李子柒停更3年多究竟做了什么#据读者，11月12日，李子柒回来了。哪怕停更3年多，李子柒还是拥有着庞大的粉丝数。目前，李子柒仍然拥有着全网四大平台超过8000万的粉丝体量。她在Youtube上的粉丝数超过了1600万，视频播放量更是动辄千万乃至上亿，且每天都有不同程度的涨幅。#李子柒回归# ,,无,无,无,2024-11-13 07:01,iPhone客户端,0,0,0
P03JH3mhK,#法定节假日2长假1中假4小假#【解读 | 放假规则更明确：#法定节假日2长假1中假4小假# 】#明年起春节休8天# 经过调整，我国法定节假日将形成“2长假+1中假+4小假”的三段式布局——“2长假”，即春节假期除夕至初七锁定8天，国庆1号至7号锁定7天；“1中假”，即五一放假调休5天；“4小假”即元旦、清明、端午、中秋，节日当天除逢周三放假一天外，其他都能保证3天小长假。国庆节放假如逢中秋节，则合并放假8天（比如2025年、2028年）。#除夕纳入放假# ,,无,无,无,2024-11-13 07:01,iPhone客户端,0,2,0
P03JGw7zC,#李子柒暌违三年重回公众视野#2021年2月2日，李子柒以1410万的YouTube订阅量刷新由其本人创下的“最多订阅量的YouTube中文频道”吉尼斯世界纪录。据最新数据统计，三年间李子柒的海外平台新增粉丝超500万。  ,,无,无,无,2024-11-13 07:01,iPhone客户端,0,0,0
P03JGv0Zi,#李子柒连更两条作品#李子柒，本名李佳佳，1990年出生于四川省绵阳市，中国网络短视频创作者，中国农村青年致富带头人推广大使。2015年，李子柒开始拍摄美食短视频。2016年11月，李子柒凭借短视频《兰州牛肉面》获得广泛关注。2017年，李子柒组建团队，并创立李子柒个人品牌。  ,,无,无,无,2024-11-13 07:01,iPhone客户端,1,0,0
P03JGrIUF,#李子柒新作传播中国漆器之美#2015年起，李子柒通过短视频创作走进大众视野。起初，她的内容围绕美食与田园生活展开，通过记录自给自足的生活方式和手工美食，将乡村生活的宁静与质朴传递给全球观众，迅速积累了数千万粉丝。凭借其独特的治愈风格和文化深度，她逐渐成长为中国传统文化的重要传播者。随着创作的深入，李子柒的作品逐渐从美食延展到更广泛的文化领域，包括蜀绣、蓝染等中国传统技艺。 ,,无,无,无,2024-11-13 07:01,iPhone客户端,0,0,0
P03JhjF8i,#珠海市体育中心即刻暂停开放#据珠海公安通报，2024年11月11日19时48分许，一辆小汽车在珠海市香洲区体育中心撞倒多名行人后驾车逃逸。警方接报后迅速派员到场处置，并协助将伤者送往医院救治。目前，司机樊某（男，62岁）已被警方控制，相关调查处置工作正在加紧进行中。与此同时，珠海市体育中心公告称即刻起暂停开放，恢复开放时间待定。 ,,无,无,无,2024-11-13 07:00,iPhone客户端,0,0,0
P03JgCx0y,#李子柒自曝过几天补小作文#同时她还在评论区说道：今天没空写小作文啦！过几天忙完了再给大家补上！想念你们！强行么么哒！据显示，李子柒上次更新视频时间为2021年，李子柒时隔3年回归，你还会看她的视频吗？  ,,无,无,无,2024-11-13 07:00,iPhone客户端,0,0,0
OFX3i73N4,#法定假日增加#【#调休后上班一般不超6天#】据国务院最新发布，除个别特殊情形外，法定节假日假期前后连续工作一般不超过6天。#除夕和5月2日法定节假日##2025放假安排公布#  ,,无,无,无,2024-11-12 20:28,无,1,0,0
OFW6nv9QE,#李子柒回归#【#李子柒公司今年已成功注册多枚商标##李子柒名下3家企业均存续#】11月12日，李子柒发布视频官宣回归，消息引发多方关注，登上热搜。#李子柒回应回归#  ,,无,无,无,2024-11-12 18:03,无,11,1,0
OFW6ha6Jj,谁？#李子柒回归#【#李子柒时隔3年回归#】11月12日，时隔3年@李子柒 再次更新作品，这一次视频传播了中国漆器之美！#李子柒开始清库存了##李子柒连更2条视频#  ,,无,无,无,2024-11-12 18:03,无,1,0,0
OFW4VqZ93,#调休后上班一般不超6天#一是全体公民放假的假日增加2天，即农历除夕、5月2日，增加后春节放假4天（农历除夕、正月初一至初三），劳动节放假2天（5月1日、2日）。　　二是全体公民放假的假日，可合理安排统一放假调休，结合落实带薪年休假等制度，实际形成较长假期。除个别特殊情形外，法定节假日假期前后连续工作一般不超过6天。 ,,无,无,无,2024-11-12 17:59,无,8,1,1
OFW4Ar5SL,#法定假日增加#【#春节休8天五一休5天#】#2025年放假安排来了#国务院办公厅印发《关于2025年部分节假日安排的通知》。经党中央、国务院批准，根据2024年11月修订的《全国年节及纪念日放假办法》，自2025年1月1日起，全体公民放假的假日增加2天，其中春节、劳动节各增加1天。  ,,无,无,无,2024-11-12 17:59,无,4,1,1
OFVD5hPV7,#金价再跳水#【#专家不建议将黄金看作首选的投资品#，#普通家庭可尽量避免入手黄金期货#】11月11日深夜，国际金价又大跳水！当地时间11月11日，国际贵金属期货普遍收跌，现货黄金跌2.43%，报2619.49美元/盎司；现货白银跌1.99%，报30.6833美元/盎司。COMEX黄金期货跌2.55%，报2626.1美元/盎司；COMEX白银期货跌2.11%，报30.785美元/盎司。 ,,无,无,无,2024-11-12 16:51,无,2,0,0
OFVBGy6F2,#李子柒发布回归后首个作品#这个大漆视频迟到了四年 “漆”同“柒” 我给这幅雕漆隐花的漆器作品取名“紫气东来” 麒麟回首，万事不愁 也把这份祝愿送给看到视频的每一个你，很想你们  ,,无,无,无,2024-11-12 16:47,无,2,0,0
OFVBzc7P5,#李子柒复出#据李子柒微博：这个大漆视频迟到了四年 “漆”同“柒” 我给这幅雕漆隐花的漆器作品取名“紫气东来” 麒麟回首，万事不愁 也把这份祝愿送给看到视频的每一个你，很想你们#李子柒回归#  ,,无,无,无,2024-11-12 16:47,无,2,0,0
OFVBsCzbM,#叶珂前夫称叶珂并非净身出户#11月11日，叶珂前夫@王命金Marxwong 回应@叶珂kerr 被曝录音中“净身出户”相关言论：婚内共同赚的所有的钱都在叶珂那，我律师前天已经在拟律师函了，预计明后天公示。在长文中，叶珂前夫表示，“婚内共同赚的所有的钱十年来都在叶珂那，离婚前后我仁至义尽都没有拿走过一分，去年我只拿回了我父母全款出资给我小孩买的房子。”@纵览新闻 ,,无,无,无,2024-11-12 16:47,无,21,0,19
OFVyj1Tlh,#挑杯决赛首迎BO9赛制#2024年王者荣耀挑战者杯【赛程赛制】公布！挑战者杯自推出以来，一直在持续不断地升级“挑战”。2022年，不同于KPL赛制的BO3征召模式使得K甲和全国大赛战队的“绝活”能够频频登场；2023年，挑战者杯新增“挑战者的祝福”，并新加入了主播赛道，让更多强者可以同台竞技；今年，挑战者杯新增青训赛道，共计五大参赛赛道，将有24支战队进行最高荣誉的角逐，是参与赛道最广、参赛队伍最多的一届挑战者杯； ,,无,无,无,2024-11-12 16:39,无,0,0,0
OFVkAttoj,#杨倩备战新的奥运周期#11月12日，记者从宁波鄞州区体育中心了解到，在国家体育总局射击运动管理中心近日公布的最新一期《2024年国家步手枪射击冬训集训队入选运动员名单》中，杨倩@杨大妞YYY 与姜冉馨、黄雨婷@A阿条本条 、盛李豪@光靠干饭就 、谢瑜@夜玫瑰的曲 五大奥运冠军在列。24岁的杨倩在落选巴黎奥运会后强势归来，备战新的奥运周期。 ,,无,无,无,2024-11-12 16:05,无,0,0,0
OFVkqhT25,#2024年挑战者杯奖金公布#2024年王者荣耀挑战者杯品牌视觉全面更新、赛事奖金公布，来和K妹一起看看吧！【赛事奖杯】挑战者杯最高荣誉——虎神杯，正式亮相！从原有的冰凤凰杯蜕变为锋芒毕现、锐意飒爽的虎神杯，尽显锐不可当的挑战者气派。  ,,无,无,无,2024-11-12 16:05,无,0,0,1
OFUSk2wLa,#杨倩将备战新的奥运周期#11月12日，中国蓝新闻 记者从宁波鄞州区体育中心了解到，在国家体育总局射击运动管理中心近日公布的最新一期《2024年国家步手枪射击冬训集训队入选运动员名单》中，杨倩杨大妞YYY 与姜冉馨、黄雨婷A阿条本条 、盛李豪光靠干饭就 、谢瑜五大奥运冠军在列。24岁的杨倩在落选巴黎奥运会后强势归来，备战新的奥运周期。（来源：宁波晚报） 原图 ,,https://wx3.sinaimg.cn/large/006UnhTFly1hvjgs3i8swj30hi0boaat.jpg,无,无,2024-11-12 14:56,iPhone客户端,1,0,0
OFUP4c476,#杨倩备战洛杉矶奥运会#11月12日，记者从宁波鄞州区体育中心了解到，在国家体育总局射击运动管理中心近日公布的最新一期《2024年国家步手枪射击冬训集训队入选运动员名单》中，杨倩与姜冉馨、黄雨婷、盛李豪、谢瑜五大奥运冠军在列。24岁的杨倩@杨大妞YYY 在落选巴黎奥运会后强势归来，备战新的奥运周期。 ,,无,无,无,2024-11-12 14:48,iPhone客户端,0,0,0
OFUEzhe0p,#为什么教资一年比一年难#科目二常考的都不考了，全是冷门！一到查成绩，就会看到“教资笔试69 ”的词条.......为什么教资会一年比一年难？1、全国统考后，教资证书含金量增加；2、教师编制成为越来越多年轻人的求职首选；3、考前直接背押题，出题人当然要绕开押题点出冷门题目；……不过，虽然卷面难度变大，但考试通过率依旧没变。 ,,无,无,无,2024-11-12 14:22,无,0,0,0
OFTDz7pyo,#金饰价格一夜下跌14元每克##为何金价连续大跳水#【大跳水！#有人连夜卖金条变现38万#】11月11日深夜，国际金价又大跳水！#金价再跳水#受美元持续走强等因素影响，金价周一下跌超2%，现货黄金下跌2.4%，至每盎司2617.96美元。美国黄金期货收跌2.9%，至每盎司2617.70美元。  ,,无,无,无,2024-11-12 11:46,无,2,1,1
OFTDogSe5,#金价#【#金饰价格跌到788元#，#金饰价格一夜下跌14元每克#】当地时间11月11日，#金价再跳水#，伦敦现货黄金跌2.43%，报2619.49美元/盎司。11月12日，国内黄金珠宝品牌金饰价格也应声跟跌。周生生报价为788元/克，较前一日802元/克一夜下跌14元；老庙黄金报价787元/克，下跌12元/克；周大福足金饰品报价为788元/克，下跌11元/克。 ,,无,无,无,2024-11-12 11:46,无,2,0,0
OFTeY9Kty,#郑钦文亮相联合杯宣传片#2025赛季联合杯将于12月27日开打，18支队伍将在悉尼和珀斯两个赛区展开角逐，中国队和德国、巴西同处E组。联合杯官方晒出宣传片，@郑钦文Ana 亮相：中国队，准备好了！中国队名单：郑钦文、高馨妤、张帅、张之臻、柏衍、孙发京。  ,,无,无,无,2024-11-12 10:46,iPhone客户端,1,0,0
OFSxxikzg,【#理发师晓华说可零门槛收徒#】11月11日，湖南。发型师晓华接受采访时表示可零门槛收徒，“有人愿意跟我学吗？有的话就收！好想找一个真心的、单纯的徒弟。”#理发师意外出圈流量密码是啥##你想当理发师晓华的学徒吗#  ,,无,无,无,2024-11-12 08:59,iPhone客户端,3,0,1
OFSuk8H5K,#晓华理发店门上贴满人脸#【#多个商家账号改名为晓华隔壁#】近日，湖南怀化，李晓华两口子的理发店因“听得懂话”在网上爆火，天南地北都有人慕名而来，有网友甚至呼吁两口子“全国巡剪”。在平台搜索晓华隔壁发现，已有多家商户账号加上“晓华隔壁”的前缀，包括附近理发店、美甲店等。#晓华理发前VS理发后#据查询企查查APP发现，李晓华“靓点设计”理发店关联的商户为怀化市鹤城区甘晓华美业店（个体工商户），经营者为杨春松（李晓华老公），成立于2018年11月，于今年3月由鹤城区杨静理发店改名。@九派新闻 ,,无,无,无,2024-11-12 08:51,iPhone客户端,0,0,0
OFRLQlbk9,#考研英语和雅思托福谁更难#语言考试一直是留学和职业发展的重要门槛，而考研英语、雅思和托福则是备受关注的三大语言考试。考研英语与雅思托福的难度比较，我们深入探讨哪一项更胜一筹。雅思托福和考研英语在本质上是有区别的，考研英语是中国研究生入学考试科目之一，雅思托福是国际性英语标准化水平测试。 ,,无,无,无,2024-11-12 07:01,iPhone客户端,0,0,0
OFRLJfIq8,#历数人民空军的那些第一#1949年11月11日，中国人民解放军空军领导机构在北京成立，刘亚楼任新中国首任空军司令员。至此，空军正式成为中国人民解放军的一个军种，人民空军正式成立。  ,,无,无,无,2024-11-12 07:01,iPhone客户端,1,0,0
OFRLGjuMu,#贝克汉姆49岁状态##贝克汉姆46岁状态#【贝克汉姆上海行】11月11日，英格兰足球传奇人物贝克汉姆来到上海，在粉丝见面会上，小贝说自己幼时的梦想就是拥有一家俱乐部，最荣耀的是跟随曼联夺得三冠王。  ,,无,无,无,2024-11-12 07:01,iPhone客户端,0,0,0
OFRLBzHyJ,#蔡磊破冰驿站跻身双11带货榜前10#值得一提的是，记者联系到了与辉同行的工作人员，工作人员回应称，与辉同行方面没有特别参与平台双十一的活动，正常开播，货盘上没有什么太大变化。  ,,无,无,无,2024-11-12 07:01,iPhone客户端,0,0,0
OFRL7wRoc,#超3400万人观看郑钦文决赛#郑钦文与高芙的决赛吸引了极高的关注度，据统计，CCTV5直播平均收视份额约22.7%，创近9年WTA系列赛事收视份额新高，覆盖全国24省不重复观众超3400万人。  ,,无,无,无,2024-11-12 07:00,iPhone客户端,0,0,0
OFRL7o3TI,#跟总台记者逛中国航展轻武器展区#“今年不但展出了20E枪族，还有新域新质装备和特种枪械！”十五届中国航展明天开幕，在轻武器展区展出了特种枪械，还有便携式布设智能武器站、智能飞枪、足式机器人等新域新质装备。#直击第十五届中国航展#（总台记者钱江 张艺潇 王宏原 段文旭）  ,,无,无,无,2024-11-12 07:00,iPhone客户端,0,0,0
OFMOzos7K,#黄岩岛是我国固有领土##黄岩岛争端#【#黄岩岛领海基线打脸菲律宾# 】11月10日，中国公布了黄岩岛领海基线，不仅进一步明确了我国在南海的海洋权益主张，还狠狠打脸了菲律宾在8日签署的两部菲律宾国内法，这两部“法”究竟有多离谱？谭主邀请军事法律专家柴立丹，带大家看看菲律宾的痴心妄想。#黄岩岛贴上膜了# ,,无,无,无,2024-11-11 18:24,无,1,1,0
OFMlSf3Rg,#教资面试备考顺序是什么#【教资面试用多久去备考？怎样备考更高效？】#教资面试如何备考#2024年下半年教资面试将于12月7日至8日考试。距面试考试还剩不到一个月的时间啦，面试备考需要准备多久？如何备考？教资面试需要准备多久？  ,,无,无,无,2024-11-11 17:14,无,1,0,0
OFMi06AeD,#涉事四名学生会干部已被清退#据信阳市实验高级中学2024年11月11日发布情况通报：近日，网传我校有学生会干部在日常学生管理中索取钱财问题。学校高度重视，立即调查。经初步调查，情况属实。目前，对涉事的4名学生会干部已清退出学生会，并将根据公安机关的调查结果进一步处置。对于我校在学生管理过程中存在的问题，我们认真反思、举一反三、立即整改，坚决杜绝此类事件再次发生。感谢广大媒体和网友对学校管理的监督。#河南一高中学生会干部被曝受贿# ,,无,无,无,2024-11-11 17:04,无,1,0,0
OFMhTAjas,#高中学生会干部索取钱财属实#据信阳市实验高级中学2024年11月11日发布情况通报：近日，网传我校有学生会干部在日常学生管理中索取钱财问题。学校高度重视，立即调查。经初步调查，情况属实。目前，对涉事的4名学生会干部已清退出学生会，并将根据公安机关的调查结果进一步处置。对于我校在学生管理过程中存在的问题，我们认真反思、举一反三、立即整改，坚决杜绝此类事件再次发生。感谢广大媒体和网友对学校管理的监督。 ,,无,无,无,2024-11-11 17:04,无,5,4,2
OFM6Ul0oa,#黄岩岛争端#【#黄岩岛领海基线#示意图！#这是我们的黄岩岛#】今天，中国政府就黄岩岛领海基线发表声明。守护美丽的黄岩岛，#中国一点都不能少#！  ,,无,无,无,2024-11-11 16:37,无,1,0,0
OFM6xjdaN,#发型师晓华##媒体评同行声称晓华拉低行业档次#【南都快评：晓华让行业倒退10年？高价不等于高级】#晓华不会颠覆行业但能给同行上一课#“听得懂话”的理发师“晓华”爆火出圈后，遭到了一些同行的嘲讽和质疑。据报道，目前她的理发价格依然是男士30元、女士45元，对此，有同行声称“晓华拉低了整个行业的档次”“干了10年20年，剪发还是30元，是对职业的不尊重”，甚至表示“整个美发行业因为晓华的出现倒退10年不止”。#理发师晓华说30元的价格不低# ,,无,无,无,2024-11-11 16:36,无,3,0,1
OFM5VvXRG,#发型师晓华#【怀化发型师晓华火到了国外，#顾客从韩国飞来找晓华剪头发#】发型师晓华火到了国外，有顾客从韩国飞来剪头发，深夜排队的顾客请求发一天后的号。2024年11月9日晚，担心顾客深夜排队冷，店家提前发了号，没有领到号的顾客继续在晓华理发店外等候，大家围着理发店工作人员请求发放后天的号，既可以在怀化旅游一天，又不耽误剪个美美的发型。 ,,无,无,无,2024-11-11 16:34,无,1,0,0
OFM5Kf32u,#发型师晓华#【#网友翻出16年晓华理发店照片#，#8年间周边门店都换了晓华还在坚持#】11月9日，网友翻出2016年晓华理发店照片，周边门店都换了，只有她坚持下来了。你坚持的东西总有一天会反过来拥抱你。  ,,无,无,无,2024-11-11 16:34,无,1,0,0
OFM5vssh5,#发型师晓华##周边商户谈理发师晓华爆火#【#晓华隔壁理发师称偶尔会捡漏#：比以往生意好一些，平均一天能剪十几个头】近日，湖南怀化一名理发师晓华因技艺精湛，“让顾客能笑着走出理发店”走红。10月30日起，晓华的短视频账号涨粉迅速，7天涨粉超170万。如今，其粉丝已超330万。11月9日晚8时30分，晓华店门口人潮依旧汹涌，而晓华隔壁的理发店却已空空如也，仅有零星几位工作人员打扫卫生。“有朋友建议我拍个对比视频。”理发店老板阿平说，与晓华店外的热闹对比，他的店铺一个客人都没有，“朋友说，说不定能火。”陆陆续续还有人来到店里借用厕所，阿平耐心地指出厕所的位置，“有网友建议我将理发店改成厕所，说不定赚得更多。”实际上，自晓华“爆火”后，阿平的理发店较之以往生意也好了一些，“平均一天能剪十几个头。”他也在剪发时直播，观看人数最多时达2000人。晓华还未“爆火”前，两家店的客流基本相当，“大家都是邻居，谈不上竞争。”在门口休息时，他偶尔还和晓华聊聊家常。@九派新闻 ,,无,无,无,2024-11-11 16:33,无,1,0,0
OFM4loHje,#中方将继续支持巴方推进反恐行动#中国外交部发言人林剑11日主持例行记者会。会上，记者就报道称有中国公民在巴基斯坦遇袭一事提问。林剑：中方重申，恐怖主义是全人类公敌，打击恐怖主义、避免悲剧重演是国际社会的共同责任。中方将继续支持巴方推进反恐行动，坚决维护海外中国公民、项目和机构的安全。中巴双方有决心、有能力挫败一切破坏中巴关系的图谋，让恐怖分子付出应有代价。 ,,无,无,无,2024-11-11 16:30,无,0,0,0
OFM4cEsdh,#外交部回应有中国公民在巴基斯坦遇袭#中国外交部发言人林剑11日主持例行记者会。会上，记者就报道称有中国公民在巴基斯坦遇袭一事提问。林剑：中方重申，恐怖主义是全人类公敌，打击恐怖主义、避免悲剧重演是国际社会的共同责任。中方将继续支持巴方推进反恐行动，坚决维护海外中国公民、项目和机构的安全。中巴双方有决心、有能力挫败一切破坏中巴关系的图谋，让恐怖分子付出应有代价。 ,,无,无,无,2024-11-11 16:30,无,0,0,0
OFM1b80rE,#郑钦文仅落后世界第四4分##郑钦文世界排名正式升至第5# 11月11日，WTA更新最新一期的世界排名，郑钦文正式升至第5，且仅落后第4名4分，创造生涯最佳成绩。（直播吧）    【#郑钦文仅落后世界第四4分#】WTA更新最新一期的世界排名，郑钦文正式升至第5，且仅落后第4名4分，创造生涯最佳成绩。  原图 ,,https://wx4.sinaimg.cn/large/006UnhTFly1hvidjqfl2ej312z0qotd8.jpg,无,无,2024-11-11 16:23,无,0,0,0
OFM0x2myN,#发型师晓华#【太火了！#李晓华说放假第一件事是在家睡两天#】11月9日，湖南怀化。“听得懂话”的理发师李晓华近日在网上走红，慕名而来的人越来越多，不少网友坐十几个小时的车来剪头，通宵拿号排队。接受采访时，李晓华说，“如果放假了，我想在家睡一两天。然后再想想接下来，要好好把卫生打扫干净，生活恢复到正轨。”#面对泼天流量晓华想静静# ,,无,无,无,2024-11-11 16:21,无,1,0,0
OFM0gFpA7,#发型师晓华#【#网友翻出16年晓华理发店照片#，#8年间周边门店都换了晓华还在坚持#】11月9日，网友翻出2016年晓华理发店照片，周边门店都换了，只有她坚持下来了。你坚持的东西总有一天会反过来拥抱你。  ,,无,无,无,2024-11-11 16:20,无,1,0,0
OFM00qoxK,#发型师晓华#【#晓华说自己还没学会剪女发#：自己并不专业都是跟着感觉剪】#晓华说想跟楼上邻居说声抱歉#近日，湖南怀化。理发师李晓华仅靠一把剪刀在网络走红，慕名而来的人越来越多，#网友翻出16年晓华理发店照片#。  ,,无,无,无,2024-11-11 16:20,无,1,0,0
OFLZRafqc,#发型师晓华##晓华爆火当地迎来泼天富贵#【#晓华回复向太#：欢迎来怀化玩，顺便找我剪头发】 #隔壁理发师称跟晓华谈不上竞争#近日，向佐出席某活动，造型引热议，网友纷纷喊话换发型。11月10日，向太在评论区回复网友剪头发建议称：“在联系晓华了。”随后晓华也表示：好呀好呀，欢迎来怀化玩，顺便找我剪头发。近日，湖南怀化理发师李晓华爆火出圈，因其会仔细聆听顾客要求，并且完全按照要求去剪，不擅自发挥。 #晓华隔壁理发师称偶尔会捡漏# ,,无,无,无,2024-11-11 16:19,无,1,0,0
OFLJMz2C7,#双城2豆瓣开分9.2#豆瓣开分9.2！评分终于来啦！ 感谢大家对《英雄联盟：双城之战》第二季的认可与支持！#双城之战动画第二季#正在@腾讯视频 @哔哩哔哩弹幕网  双平台火热播出中~敬请期待接下来更精彩的剧情和故事！#双城之战2开播#  ,,无,无,无,2024-11-11 15:40,无,0,0,0
OFLyR5T4W,#陈雨菲将参加羽超联赛#参赛新赛季羽超联赛的A级运动员有两名——巴黎奥运会混双冠军郑思维、黄雅琼。B级包括陈雨菲、黄东萍、何冰娇、梁伟铿、王昶、刘圣书、谭宁、石宇奇、李诗沣、刘雨辰、欧烜屹、王祉怡、韩悦、陆光祖、何济霆、任翔宇、冯彦哲、蒋振邦、魏雅欣共19人。  ,,无,无,无,2024-11-11 15:13,iPhone客户端,0,0,0
OFKTdFCyo,#中国航展#【#海军陆战队员首次亮相中国航展#！专家解读海军航空兵飞行课目展示】10日中午，参加中国航展的中国海军航空兵直-20J、直-8C以及海军歼-15系列舰载机编队再次进行适应性训练。军事专家10日对《环球时报》表示，中国海军航空兵进行的飞行演练课目实战性强、难度大，也展示了海军飞行员的高超技术。#海军陆战队员这帅气的压迫感# ,,无,无,无,2024-11-11 13:30,无,2,0,0
OFKT3k8nb,苏-57战斗机，最大起飞重量35000千克，超音速巡航速度可达每小时1450千米，最高时速2140-2600千米，作战半径1200千米，战斗载荷可达6吨，内置4个武器舱，能实现飞行性能和隐身性能的良好结合，具备空中格斗和对地攻击能力。具备隐身性能好、起降距离短、超机动性能、超音速巡航等特点。#俄罗斯苏57战斗机空中悬停# ,,无,无,无,2024-11-11 13:30,无,3,0,1
OFKSWsXq2,苏-57战斗机，最大起飞重量35000千克，超音速巡航速度可达每小时1450千米，最高时速2140-2600千米，作战半径1200千米，战斗载荷可达6吨，内置4个武器舱，能实现飞行性能和隐身性能的良好结合，具备空中格斗和对地攻击能力。具备隐身性能好、起降距离短、超机动性能、超音速巡航等特点。#苏57飞行员幽默回答为什么爱飞行# ,,无,无,无,2024-11-11 13:30,无,1,0,0
OFKQd8YZK,#中国黄岩岛上空现双彩虹景观#【#中国黄岩岛上空现双彩虹景观#】#中国黄岩岛上空现双彩虹#近日，在海南省三沙市黄岩岛，雨后黄岩岛上空出现双彩虹景观，美丽的岛礁如宝石一样“镶嵌”在深蓝的海面上，与彩虹交辉相映，美不胜收。  ,,无,无,无,2024-11-11 13:23,无,2,0,0
OFKPXmzHN,#为何此时公布黄岩岛领海基线#【#中国黄岩岛上空现双彩虹景观#】#中国黄岩岛上空现双彩虹#近日，在海南省三沙市黄岩岛，雨后黄岩岛上空出现双彩虹景观，美丽的岛礁如宝石一样“镶嵌”在深蓝的海面上，与彩虹交辉相映，美不胜收。  ,,无,无,无,2024-11-11 13:22,无,2,0,0
OFKPG5w62,#这是我们的黄岩岛##一图看懂黄岩岛领海基线#【#这就是中国黄岩岛#】今天，中国政府就黄岩岛领海基线发表声明，宣布中华人民共和国黄岩岛的领海基线，这是中方对黄岩岛主权的明确宣示。#中国政府公布黄岩岛领海基线#  ,,无,无,无,2024-11-11 13:22,无,1,0,0
OFKP3vCME,#黄岩岛争端##领海基线是不容突破的底线#【#中国领土一点都不会让一寸也不能丢#】今天，中国政府发表声明，正式公布黄岩岛领海基线。黄岩岛是我国固有领土，划定并公布黄岩岛领海基线，是中国政府依法加强海洋管理的正常举措，这一方面是向国际社会宣示中国对黄岩岛拥有无可争辩的主权，另外也是表明中国政府维护领土主权和海洋权益的坚定决心。 ,,无,无,无,2024-11-11 13:20,无,2,0,0
OFKOUEM5V,#黄岩岛是我国固有领土#【#中国政府就黄岩岛领海基线发表声明#】新华社北京11月10日电　中华人民共和国政府于11月10日就中华人民共和国黄岩岛的领海基线发表声明。  ,,无,无,无,2024-11-11 13:20,无,1,0,0
OFCLRoOIc,#湖北省体育局祝贺郑钦文#【#湖北省体育局祝贺郑钦文#】#湖北省体育局盛赞郑钦文#在郑钦文夺得在2024年WTA年终总决赛亚军后，湖北省体育局向中国网球协会及郑钦文@郑钦文Ana  发去了贺电。文中称：欣悉我省运动员郑钦文在2024年WTA年终总决赛中顽强拼搏、奋勇向前，首次入围即获亚军，个人排名再创新高，生动诠释了新时代中国精神，展现了青年一代运动员自信自强、昂扬进取的良好精神风貌，为祖国和家乡赢得了新的荣耀。在此，谨向中国网球协会、郑钦文及其家人、团队致以热烈祝贺! ,,无,无,无,2024-11-10 16:50,无,0,1,0
OFCFSoig7,#黄岩岛是我国固有领土#【#中方坚决反对菲律宾颁布所谓海洋区域法#】#黄岩岛是我国固有领土#11月10日，外交部发言人就中国政府公布黄岩岛领海基点基线答记者问。问：中国政府今日发表声明，公布了黄岩岛的领海基线。此举是否系针对菲律宾出台“海洋区域法”的反制措施？答：黄岩岛是中国固有领土。中国政府根据《联合国海洋法公约》等国际法及《中华人民共和国领海及毗连区法》，划定并公布黄岩岛领海基线，是中国政府依法加强海洋管理的正常举措，符合国际法和国际惯例。菲律宾颁布所谓“海洋区域法”，企图以国内立法形式固化南海仲裁案非法裁决，把中国黄岩岛和南沙群岛大部分岛礁及相关海域非法纳入其海洋区域，严重侵犯中方在南海的领土主权和海洋权益。中方对此坚决反对，将继续依法采取一切必要措施，坚定捍卫国家领土主权和海洋权益。 （人民日报） ,,无,无,无,2024-11-10 16:35,无,0,0,0
